Date,Close,High,Low,Open,Volume,SMA_short,SMA_long,Signal,Return,Strategy_Return
2023-08-30,186.0406951904297,186.23899207960088,183.15566303930453,183.35394480054703,60813900,184.64497146606445,182.93418090820313,1,7.628307517260069e-05,7.628307517260069e-05
2023-11-14,186.0773468017578,186.74247420260892,184.9456350058848,186.33545119454976,60108400,184.77716751098632,183.05051330566405,1,0.00019700857003690508,0.00019700857003690508
2023-06-27,186.19577026367188,186.5225008066865,183.8294627923201,184.04728315432985,50730800,184.91412963867188,183.16781066894532,1,0.0006364206280318196,0.0006364206280318196
2023-07-11,186.21554565429688,187.42345287888426,184.75022127484863,187.28484131741655,46638100,185.051806640625,183.28272033691405,1,0.000106207518017154,0.000106207518017154
2023-08-31,186.25880432128906,187.49808420340318,185.87214960318659,186.22906281435257,60794500,185.17504425048827,183.39614562988282,1,0.0002323042732021996,0.0002323042732021996
2024-02-05,186.31558227539062,187.87417583998953,184.48896248395178,186.78216664518396,69668800,185.29436416625975,183.51007354736328,1,0.00030483366576117277,0.00030483366576117277
2024-05-14,186.55752563476562,187.42348620330452,185.42283282321628,186.63715506565202,52393600,185.41393661499023,183.62431091308594,1,0.0012985674972552097,0.0012985674972552097
2023-11-15,186.64320373535156,188.12237722055318,186.41488002550872,186.484378412078,53790500,185.53554763793946,183.73286346435546,1,0.00045925834561977297,0.00045925834561977297
2024-01-30,186.67295837402344,190.4056331853674,186.10711010289756,189.5518847070131,55859400,185.65715560913085,183.84181213378906,1,0.00015941988819512254,0.00015941988819512254
2023-07-10,186.74029541015625,188.10662020019882,185.18585168727856,187.38384586798722,59922200,185.7796501159668,183.950517578125,1,0.00036072196379888233,0.00036072196379888233
2024-02-08,186.95094299316406,188.16205980044833,185.98799356738817,188.0131563419714,40962000,185.9022529602051,184.06310607910157,1,0.0011280242571383159,0.0011280242571383159
2024-01-18,187.25869750976562,187.76498444511594,184.47904999387188,184.7371543858006,78005800,186.0367691040039,184.18145263671875,1,0.0016461779313561298,0.0016461779313561298
2023-06-28,187.3739471435547,188.0174975900725,185.7403097900696,186.0670251747448,51216800,186.16399459838868,184.30189300537108,1,0.0006154567735527916,0.0006154567735527916
2023-06-29,187.7105712890625,188.1858238773272,187.06702084863718,187.20563240999925,46347300,186.30770263671874,184.42761840820313,1,0.0017965365550522971,0.0017965365550522971
2024-02-09,187.71632385253906,188.84947973129314,186.87142040616737,187.5175123353768,45155200,186.44127502441407,184.55208801269532,1,3.0645921734961945e-05,3.0645921734961945e-05
2023-09-01,187.83518981933594,188.2912363685708,186.66530168187228,187.86493132785435,45766500,186.5757209777832,184.6781185913086,1,0.0006332212583186614,0.0006332212583186614
2023-07-12,187.88882446289062,189.79968522544766,186.60170827121757,187.79970514631046,60750200,186.69951858520508,184.80303497314452,1,0.0002855409766735484,0.0002855409766735484
2024-02-06,187.92381286621094,187.9337347140823,185.4122068995574,185.50154897397763,43490800,186.8206314086914,184.9221499633789,1,0.00018621865041912322,0.00018621865041912322
2023-11-29,187.99331665039062,190.69354405683197,187.596230622092,189.51219267303125,43014200,186.91979293823243,185.03948638916015,1,0.00036985086200425066,0.00036985086200425066
2024-02-07,188.03302001953125,189.66109684812312,187.23883287556598,189.2540738540102,53439000,187.0201187133789,185.15741882324218,1,0.00021119564167526583,0.00021119564167526583
2023-12-04,188.0528564453125,188.66835941071503,186.08725507958516,188.59886103241988,43389500,187.12072677612304,185.27451782226564,1,0.0001054943742284653,0.0001054943742284653
2023-09-05,188.07313537597656,188.35073289401015,186.00106278496517,186.66531506939765,45280000,187.22051620483398,185.3903973388672,1,0.00010783633414246374,0.00010783633414246374
2023-11-17,188.3109893798828,188.99597562451044,187.19913643084107,188.8669158544037,50922700,187.32627716064454,185.5107162475586,1,0.0012646888851550742,0.0012646888851550742
2023-11-16,188.33082580566406,189.57173837709286,187.27851922089127,188.19184420357837,54412900,187.4320411682129,185.6265133666992,1,0.0001053386520168953,0.0001053386520168953
2023-11-27,188.4102325439453,189.28383984926063,187.52670339120002,188.53929229982836,40552600,187.53961257934571,185.73959259033202,1,0.0004216343126068889,0.0004216343126068889
2023-11-30,188.569091796875,188.93641225844013,186.82189215984647,188.45989087281944,48794400,187.65228805541992,185.85276428222656,1,0.0008431561852280112,0.0008431561852280112
2023-11-24,188.5889434814453,189.51217522879531,187.87417657801197,189.48239453680722,24048300,187.7538589477539,185.96365295410158,1,0.00010527538941373926,0.00010527538941373926
2023-07-13,188.6511688232422,189.29473443261006,187.89870814797314,188.61157199087162,41342300,187.85425720214843,186.0754879760742,1,0.0003299522265101107,0.0003299522265101107
2023-07-07,188.7897491455078,190.76002737229288,188.35412363143107,189.51252340749707,46815000,187.96009674072266,186.18954528808592,1,0.0007345850181053049,0.0007345850181053049
2023-07-14,188.79971313476562,189.28484614910528,187.7502232169733,188.34426641754783,41616200,188.0630676269531,186.30202026367186,1,5.2778232414230075e-05,5.2778232414230075e-05
2024-05-15,188.8368682861328,189.76253191302303,186.49780129168897,187.03529613574696,70400000,188.15736389160156,186.41349365234376,1,0.00019679665159588744,0.00019679665159588744
2024-05-16,188.95631408691406,190.21045865928463,188.7771592552961,189.58338637309936,52845200,188.24224472045898,186.52395141601562,1,0.0006325343237543191,0.0006325343237543191
2024-05-17,188.98617553710938,189.9218023921439,188.29938496531759,188.62785068172937,41282900,188.3228561401367,186.6345443725586,1,0.00015803361925015302,0.00015803361925015302
2023-11-28,189.01580810546875,189.690872461515,188.02307798905798,188.4003202806091,38415400,188.38811798095702,186.7456204223633,1,0.00015679754497988085,0.00015679754497988085
2024-05-24,189.0956573486328,189.6928704821682,187.16468542966413,187.94106857836448,36327000,188.45708465576172,186.85165252685547,1,0.00042244743423536235,0.00042244743423536235
2024-05-28,189.10562133789062,192.10160462638697,188.21976480489596,190.61853495727325,52280100,188.52060623168944,186.95518127441406,1,5.2692850790458934e-05,5.2692850790458934e-05
2023-11-21,189.25405883789062,190.12766614172318,188.36060783923182,190.0184652287441,38134500,188.58886795043946,187.05694091796875,1,0.0007849449368551031,0.0007849449368551031
2023-08-03,189.27491760253906,190.46301890335675,188.79968010371752,189.67096144116343,61235200,188.65642318725585,187.1582196044922,1,0.00011021567926472464,0.00011021567926472464
2024-05-29,189.40420532226562,191.35508832801628,188.62783738828333,188.7273779696699,53068000,188.72696762084962,187.26148773193358,1,0.0006830684243015472,0.0006830684243015472
2023-07-05,189.43336486816406,191.06700252473485,188.7303963864849,189.6709912086324,46920300,188.79698486328124,187.36434692382812,1,0.00015395405740248336,0.00015395405740248336
2023-12-01,189.84970092773438,190.1673666680402,187.85430382511626,188.94631294335792,45704800,188.88682708740234,187.47136322021484,1,0.002197796886836967,0.002197796886836967
2023-07-06,189.90858459472656,190.11650951153766,187.32445692665846,187.95811200082892,45094300,188.97859954833984,187.57816741943358,1,0.00031015938768641504,0.00031015938768641504
2023-11-22,189.919189453125,191.52740733771327,189.4426832554431,190.09788874466753,39617700,189.05900955200195,187.6799624633789,1,5.5841911628551344e-05,5.5841911628551344e-05
2024-05-22,190.01138305664062,191.92245910983817,189.38432593982932,191.37501623979523,34648500,189.14303741455078,187.7834619140625,1,0.00048543595716199484,0.00048543595716199484
2023-07-21,190.0373077392578,193.03727024392953,189.33433929774543,192.17589935868594,71951700,189.2243911743164,187.883310546875,1,0.00013643752390057884,0.00013643752390057884
2023-11-20,190.0581817626953,190.51484429092645,188.4996033239707,188.50952517211448,46505100,189.29884567260743,187.98154876708983,1,0.00010984171311312352,0.00010984171311312352
2024-05-20,190.15072631835938,191.02663488992152,188.1301769262196,188.44869465688268,44361300,189.37693481445314,188.07630584716796,1,0.00048692750191414724,0.00048692750191414724
2024-01-19,190.16737365722656,190.55453778649462,187.4473029046773,187.9535897974558,68903000,189.45274505615234,188.1696221923828,1,8.754812137468093e-05,8.754812137468093e-05
2024-01-29,190.3361358642578,190.80272021826386,188.20177223046258,190.614099077556,47145600,189.53006439208986,188.25614318847656,1,0.0008874403836245381,0.0008874403836245381
2024-05-30,190.39956665039062,191.2854232244703,189.7426503955058,189.8720349370489,49889100,189.61005706787108,188.34360443115236,1,0.00033325666639605345,0.00033325666639605345
