Date,Signal,Return,Strategy_Return
2020-02-14,1,0.0002459165961494758,0.0002459165961494758
2020-06-03,1,0.0032318201268015656,0.0032318201268015656
2020-02-12,1,0.003680698932574167,0.003680698932574167
2020-06-05,1,0.015884237652428856,0.015884237652428856
2020-06-08,1,0.005912458448766644,0.005912458448766644
2020-06-11,1,0.007317349037379461,0.007317349037379461
2020-06-12,1,0.00863321348295254,0.00863321348295254
2020-06-15,1,0.012367480840214995,0.012367480840214995
2020-06-09,1,0.0029154770079962145,0.0029154770079962145
2020-06-19,1,0.016657514520846295,0.016657514520846295
2020-06-17,1,0.0053468524982653864,0.0053468524982653864
2020-06-18,1,0.00039834034392072226,0.00039834034392072226
2020-06-16,1,0.0009950075373943434,0.0009950075373943434
2020-06-10,1,0.002158631423571089,0.002158631423571089
2020-06-26,1,0.002239139811152313,0.002239139811152313
2020-06-22,1,0.01481772410231219,0.01481772410231219
2020-06-24,1,0.0033159800953612706,0.0033159800953612706
2020-06-29,1,0.004777012796196578,0.004777012796196578
2020-07-01,1,0.006440308344574319,0.006440308344574319
2020-07-02,1,0.0,0.0
2020-06-30,1,0.0018949894607234175,0.0018949894607234175
2020-06-25,1,0.00010950558444022818,0.00010950558444022818
2020-06-23,1,0.004632242374537965,0.004632242374537965
2020-07-24,1,0.01072231317479111,0.01072231317479111
2020-07-23,1,0.0024834567015958875,0.0024834567015958875
2020-07-07,1,0.0035273998484606217,0.0035273998484606217
2020-07-28,1,0.00085842599636754,0.00085842599636754
2020-07-06,1,0.0022518673857812033,0.0022518673857812033
2020-07-27,1,0.014417822865450569,0.014417822865450569
2020-07-29,1,0.002425960629689028,0.002425960629689028
2020-07-08,1,0.003182692291793021,0.003182692291793021
2020-07-13,1,0.0014161133141188387,0.0014161133141188387
2020-07-09,1,0.002880233302353874,0.002880233302353874
2020-07-10,1,0.0017489603110822927,0.0017489603110822927
2020-07-30,1,0.002815257290448958,0.002815257290448958
2020-07-17,1,0.001429204273203144,0.001429204273203144
2020-07-16,1,0.002024426733950646,0.002024426733950646
2020-07-21,1,0.00494696758596147,0.00494696758596147
2020-07-14,1,0.0005927973261745656,0.0005927973261745656
2020-07-22,1,0.002215236859443026,0.002215236859443026
2020-07-15,1,0.004651707199806454,0.004651707199806454
2020-07-20,1,0.006472395111829288,0.006472395111829288
2020-07-31,1,0.08034479384068471,0.08034479384068471
2020-09-18,1,0.007270831024056124,0.007270831024056124
2020-09-23,1,0.0026210429156410253,0.0026210429156410253
2020-09-24,1,0.01026880704791111,0.01026880704791111
2020-08-03,1,0.004818148050842019,0.004818148050842019
2020-11-02,1,0.0002625485209861722,0.0002625485209861722
2020-10-30,1,0.0008276039707684202,0.0008276039707684202
2020-08-11,1,0.004730957162509375,0.004730957162509375
2020-08-04,1,0.0008467622137811048,0.0008467622137811048
2020-08-05,1,0.003624784700041017,0.003624784700041017
2020-09-21,1,0.001962193804779133,0.001962193804779133
2020-09-17,1,0.0023618491394870045,0.0023618491394870045
2020-11-03,1,0.0009065309895981422,0.0009065309895981422
2020-08-07,1,0.006089342216530014,0.006089342216530014
2020-10-28,1,0.0007873554970776464,0.0007873554970776464
2020-09-22,1,0.005485639527752495,0.005485639527752495
2020-09-11,1,0.0016993636628417352,0.0016993636628417352
2020-09-16,1,0.0011604698491780585,0.0011604698491780585
2020-09-25,1,0.0013378443903566684,0.0013378443903566684
2020-08-10,1,0.003985677380037522,0.003985677380037522
2020-09-08,1,0.0008206055058357364,0.0008206055058357364
2020-08-12,1,0.0016839417501592902,0.0016839417501592902
2020-10-02,1,8.86292859756388e-05,8.86292859756388e-05
2020-10-06,1,0.0012386180969403693,0.0012386180969403693
2020-09-10,1,0.0029162454500810675,0.0029162454500810675
2020-08-06,1,0.0018283939995558107,0.0018283939995558107
2020-11-23,1,0.0030687117846768253,0.0030687117846768253
2020-09-29,1,0.0003821059692090678,0.0003821059692090678
2020-08-17,1,0.004536015853128239,0.004536015853128239
2020-08-14,1,0.0026175735213904705,0.0026175735213904705
2020-11-04,1,0.0003698911977907393,0.0003698911977907393
2020-09-28,1,8.70652613496059e-05,8.70652613496059e-05
2020-10-08,1,8.671654653369387e-05,8.671654653369387e-05
2020-08-13,1,0.00034799586852973796,0.00034799586852973796
2020-10-23,1,0.00026085495911876144,0.00026085495911876144
2020-10-26,1,8.69971567747374e-05,8.69971567747374e-05
2020-10-07,1,0.0002609005931244468,0.0002609005931244468
2020-10-29,1,0.0020853653724115517,0.0020853653724115517
2020-09-14,1,0.00034666757714796326,0.00034666757714796326
2020-11-24,1,7.560540586815101e-05,7.560540586815101e-05
2020-09-15,1,0.001484731683986551,0.001484731683986551
2020-08-18,1,0.0001948965215552434,0.0001948965215552434
2020-08-19,1,0.0012545333796216696,0.0012545333796216696
2020-10-22,1,0.0003675371802631666,0.0003675371802631666
2020-09-30,1,0.0005181711938151423,0.0005181711938151423
2020-10-19,1,0.0014680347554993922,0.0014680347554993922
2020-11-10,1,0.0016389402741354697,0.0016389402741354697
2020-11-25,1,0.0005173102110567207,0.0005173102110567207
2020-10-05,1,0.002321293813416947,0.002321293813416947
2020-11-09,1,0.0001776037497416283,0.0001776037497416283
2020-10-27,1,0.0006806710425628637,0.0006806710425628637
2021-03-08,1,0.0011572685126637339,0.0011572685126637339
2020-10-01,1,0.0004717385537722496,0.0004717385537722496
2020-11-27,1,9.87222188464365e-06,9.87222188464365e-06
2020-10-21,1,0.0006751324274976156,0.0006751324274976156
2020-10-09,1,0.0008556108819421926,0.0008556108819421926
2020-09-09,1,0.0029922456688411536,0.0029922456688411536
2020-10-20,1,0.001619418528265859,0.001619418528265859
2020-11-20,1,0.00027619697984149205,0.00027619697984149205
2020-11-18,1,0.005880343641506469,0.005880343641506469
2020-08-20,1,0.0003499327963185639,0.0003499327963185639
2020-11-19,1,0.0048164413931990335,0.0048164413931990335
2020-11-06,1,0.0004217201589100661,0.0004217201589100661
2020-10-16,1,0.0010531962742250656,0.0010531962742250656
2020-11-05,1,8.402207823432484e-05,8.402207823432484e-05
2020-11-30,1,0.0018934679014523947,0.0018934679014523947
2020-11-12,1,0.001344001776305337,0.001344001776305337
2020-11-13,1,0.0004195066176562179,0.0004195066176562179
2020-11-17,1,0.0010898527812419623,0.0010898527812419623
2020-11-11,1,0.0008376828065816966,0.0008376828065816966
2021-03-30,1,0.004930806980609326,0.004930806980609326
2021-03-10,1,0.0006671215430114064,0.0006671215430114064
2021-03-19,1,8.334274387378215e-05,8.334274387378215e-05
2021-03-24,1,0.0008333579843968764,0.0008333579843968764
2020-11-16,1,0.0002540960041499396,0.0002540960041499396
2021-03-04,1,7.894956593679225e-05,7.894956593679225e-05
2020-10-15,1,0.0016008640683007336,0.0016008640683007336
2020-09-03,1,0.0014082475365577718,0.0014082475365577718
2021-03-18,1,0.00031748559197430914,0.00031748559197430914
2020-09-04,1,0.00034436869933074377,0.00034436869933074377
2021-03-25,1,0.00015341794231260586,0.00015341794231260586
2020-10-13,1,0.001003806268955909,0.001003806268955909
2020-10-14,1,0.0007431455926751873,0.0007431455926751873
2021-02-25,1,0.0015666048464175741,0.0015666048464175741
2021-03-12,1,0.00033058803961427685,0.00033058803961427685
2021-03-09,1,0.0004955889867104268,0.0004955889867104268
2021-03-26,1,0.000991138955602544,0.000991138955602544
2021-02-26,1,0.00041242052729328904,0.00041242052729328904
2021-03-29,1,0.0010722123751618629,0.0010722123751618629
2021-03-05,1,0.0002471240193533397,0.0002471240193533397
2020-12-09,1,0.0014681476793916293,0.0014681476793916293
2020-12-14,1,0.0,0.0
2021-03-11,1,0.002974747086702978,0.002974747086702978
2021-03-03,1,0.0008199610218826425,0.0008199610218826425
2020-12-04,1,6.225855195185481e-05,6.225855195185481e-05
2021-03-31,1,0.0006751301856080527,0.0006751301856080527
2020-12-11,1,0.0006332635808923293,0.0006332635808923293
2020-12-01,1,0.0025323467479270168,0.0025323467479270168
2021-03-23,1,2.5393487399938408e-05,2.5393487399938408e-05
2020-12-03,1,0.001767227002059668,0.001767227002059668
2020-12-02,1,0.001138751450745712,0.001138751450745712
2021-05-12,1,0.0006687962373865819,0.0006687962373865819
2021-04-01,1,0.00017450952968256495,0.00017450952968256495
2020-12-10,1,0.0004561881119677924,0.0004561881119677924
2021-03-22,1,0.0027133261947065446,0.0027133261947065446
2020-12-07,1,0.0014212007543326077,0.0014212007543326077
2021-06-03,1,0.0014930218611883816,0.0014930218611883816
2020-08-21,1,0.001783496760517922,0.001783496760517922
2021-03-15,1,0.0001568423565931898,0.0001568423565931898
2020-10-12,1,8.436757704832765e-05,8.436757704832765e-05
2020-12-08,1,0.0015641992871477939,0.0015641992871477939
2020-08-28,1,0.0017089363009370473,0.0017089363009370473
2020-08-25,1,0.00014014168890352785,0.00014014168890352785
2021-06-01,1,0.0005385587925426094,0.0005385587925426094
2020-08-27,1,0.0009429596989762867,0.0009429596989762867
2021-03-17,1,0.0012159402615701254,0.0012159402615701254
2021-05-28,1,0.000494245303964691,0.000494245303964691
2021-05-19,1,0.0006420073220152478,0.0006420073220152478
2021-05-18,1,0.0012830030421011607,0.0012830030421011607
2021-03-02,1,0.00046341975270891567,0.00046341975270891567
2021-05-13,1,0.0004976346109746288,0.0004976346109746288
2021-06-02,1,0.0007201620517629514,0.0007201620517629514
2021-02-24,1,0.0006191021084733794,0.0006191021084733794
2020-08-24,1,0.0008241063423382045,0.0008241063423382045
2021-05-27,1,0.00031508746730879444,0.00031508746730879444
2021-03-16,1,0.0006149621646569514,0.0006149621646569514
2021-05-21,1,0.0005818968804760516,0.0005818968804760516
2021-02-23,1,0.0017266300578118177,0.0017266300578118177
2021-04-05,1,0.0003178584848306798,0.0003178584848306798
2021-02-22,1,0.0007943626580995122,0.0007943626580995122
2021-06-04,1,0.0008239500608950845,0.0008239500608950845
2021-06-07,1,7.941946540723777e-05,7.941946540723777e-05
2020-08-26,1,1.797799840153047e-05,1.797799840153047e-05
2021-05-11,1,6.162003154397411e-05,6.162003154397411e-05
2021-04-06,1,0.0006827996235085898,0.0006827996235085898
2021-06-10,1,0.0009048432809826146,0.0009048432809826146
2023-01-05,1,6.170419688800166e-05,6.170419688800166e-05
2023-01-03,1,0.00040003141335787085,0.00040003141335787085
2021-01-06,1,0.00022616491789917426,0.00022616491789917426
2020-12-18,1,0.00047399781221302284,0.00047399781221302284
2021-05-17,1,0.00010638879882352015,0.00010638879882352015
2021-01-15,1,0.0036827253601690035,0.0036827253601690035
2021-06-08,1,3.9290998247620834e-05,3.9290998247620834e-05
2021-05-26,1,0.0008677550215063778,0.0008677550215063778
2021-05-10,1,0.0,0.0
2021-05-25,1,0.0003941536540892354,0.0003941536540892354
2021-05-24,1,0.0015761164419525464,0.0015761164419525464
2021-06-09,1,0.00023605157198747229,0.00023605157198747229
2022-12-28,1,0.00013175003273802055,0.00013175003273802055
2021-05-20,1,0.001283871825946914,0.001283871825946914
2021-06-11,1,0.0003143184659737397,0.0003143184659737397
2020-12-16,1,0.0004152823665750649,0.0004152823665750649
2021-01-19,1,0.00015658516906880138,0.00015658516906880138
2021-05-14,1,0.00021321895013581837,0.00021321895013581837
2023-01-04,1,0.00015340408252040305,0.00015340408252040305
2020-12-15,1,2.4491904721424262e-05,2.4491904721424262e-05
2021-03-01,1,0.0007894772128920202,0.0007894772128920202
2021-05-04,1,0.0004694338485848881,0.0004694338485848881
2021-04-07,1,0.00039118458176279347,0.00039118458176279347
2020-12-21,1,0.0010839711818806386,0.0010839711818806386
2021-05-05,1,0.00047914688285244367,0.00047914688285244367
2020-12-17,1,0.0031847061841376867,0.0031847061841376867
2021-01-12,1,0.000777024979905061,0.000777024979905061
2020-08-31,1,0.0001377522337016046,0.0001377522337016046
2021-01-14,1,0.0007162615813554041,0.0007162615813554041
2021-01-11,1,0.0005431285492101257,0.0005431285492101257
2021-01-04,1,0.003333491978542158,0.003333491978542158
2021-02-18,1,0.0038161930060804927,0.0038161930060804927
2021-05-06,1,0.0002312124652692482,0.0002312124652692482
2021-06-15,1,0.0009265041470927216,0.0009265041470927216
2021-02-19,1,7.555683885107634e-05,7.555683885107634e-05
2021-04-08,1,0.0037731017146374057,0.0037731017146374057
2021-06-16,1,8.48029767164249e-05,8.48029767164249e-05
2021-05-07,1,0.0004610396047293186,0.0004610396047293186
2021-06-18,1,0.0019198533601030299,0.0019198533601030299
2021-01-13,1,0.0001004482540729601,0.0001004482540729601
2021-06-14,1,5.282126259809061e-05,5.282126259809061e-05
2021-01-07,1,0.00017622108771830902,0.00017622108771830902
2020-12-23,1,0.0003057309847229739,0.0003057309847229739
2021-01-05,1,0.00038162840955946464,0.00038162840955946464
2021-02-17,1,0.00019453651809042682,0.00019453651809042682
2022-12-29,1,0.0009952596100275546,0.0009952596100275546
2020-09-02,1,5.9216852352106386e-05,5.9216852352106386e-05
2023-01-06,1,1.7728189253496396e-05,1.7728189253496396e-05
2022-06-16,1,0.0003433955040557102,0.0003433955040557102
2021-04-12,1,0.0016389970063899195,0.0016389970063899195
2022-12-30,1,0.0004080660540393133,0.0004080660540393133
2022-12-27,1,0.0007693522459011337,0.0007693522459011337
2021-04-30,1,0.0004981474768819272,0.0004981474768819272
2023-01-09,1,0.0004246299653158925,0.0004246299653158925
2020-12-22,1,0.0012727547263131633,0.0012727547263131633
2021-01-29,1,0.0006067734199994845,0.0006067734199994845
2020-12-24,1,7.547434020760413e-05,7.547434020760413e-05
2021-01-20,1,0.0004549477705957372,0.0004549477705957372
2021-01-08,1,0.00015146168831736695,0.00015146168831736695
2021-04-22,1,0.0006598318021850957,0.0006598318021850957
2021-06-17,1,0.0005599657549830717,0.0005599657549830717
2021-04-14,1,0.00012187984921019357,0.00012187984921019357
2023-01-10,1,0.00054489878336339,0.00054489878336339
2020-12-31,1,0.002952995317085483,0.002952995317085483
2021-06-21,1,0.0002470106460055188,0.0002470106460055188
2022-06-17,1,8.790133152225543e-05,8.790133152225543e-05
2021-05-03,1,2.7252916622533263e-05,2.7252916622533263e-05
2022-06-13,1,0.002405033842244997,0.002405033842244997
2021-04-09,1,0.0010632270553505574,0.0010632270553505574
2021-04-20,1,0.0008269643518874492,0.0008269643518874492
2021-02-16,1,0.0006009743866972617,0.0006009743866972617
2022-12-23,1,0.00040385266046150115,0.00040385266046150115
2021-06-25,1,0.0006927267098661982,0.0006927267098661982
2021-04-29,1,0.0010795913032739524,0.0010795913032739524
2021-04-21,1,0.00014959280183335366,0.00014959280183335366
2020-12-30,1,0.0001533184723343517,0.0001533184723343517
2021-04-28,1,0.0004459490018435819,0.0004459490018435819
2022-12-22,1,0.0002819885188882765,0.0002819885188882765
2021-06-24,1,0.000141715163054279,0.000141715163054279
2022-12-20,1,0.0003876431123259749,0.0003876431123259749
2021-02-03,1,0.0003870250580304546,0.0003870250580304546
2022-06-14,1,3.823156002424888e-05,3.823156002424888e-05
2020-09-01,1,2.782496460507211e-05,2.782496460507211e-05
2022-12-19,1,7.587352759763633e-05,7.587352759763633e-05
2021-06-23,1,0.0012558512580196357,0.0012558512580196357
2021-02-01,1,9.503683553013786e-05,9.503683553013786e-05
2021-04-16,1,0.0016437241840159267,0.0016437241840159267
2021-06-22,1,0.0003545457024796139,0.0003545457024796139
2021-04-23,1,0.0008374659036731735,0.0008374659036731735
2021-04-27,1,0.0005210574252778599,0.0005210574252778599
2021-04-13,1,0.0002980906837934949,0.0002980906837934949
2021-04-15,1,0.0005207471867205715,0.0005207471867205715
2020-12-29,1,0.0012543975119450046,0.0012543975119450046
2021-04-26,1,0.00038049218760249914,0.00038049218760249914
2021-02-02,1,0.000509064387011593,0.000509064387011593
2023-01-12,1,0.0001595092081476679,0.0001595092081476679
2021-04-19,1,0.0002222333828640899,0.0002222333828640899
2023-01-11,1,0.00037734173071357624,0.00037734173071357624
2021-06-28,1,0.0008751860639775177,0.0008751860639775177
2021-02-11,1,0.000896657708968851,0.000896657708968851
2021-02-12,1,0.0017759718232837063,0.0017759718232837063
2021-02-10,1,0.00014761976982180514,0.00014761976982180514
2022-12-16,1,0.003926475878759383,0.003926475878759383
2021-02-09,1,0.0006503192983775552,0.0006503192983775552
2023-01-13,1,0.0012075914551636924,0.0012075914551636924
2022-11-09,1,0.0008162998159335633,0.0008162998159335633
2022-06-22,1,0.0005071180675266795,0.0005071180675266795
2022-06-15,1,0.0005910320688220505,0.0005910320688220505
2020-12-28,1,0.0003735032507619085,0.0003735032507619085
2021-06-29,1,0.0005534582721562487,0.0005534582721562487
2023-01-18,1,0.0004932683412981476,0.0004932683412981476
2021-01-21,1,0.0002695158362584493,0.0002695158362584493
2023-01-19,1,0.0001740225618362956,0.0001740225618362956
2021-02-05,1,0.0005152276421918067,0.0005152276421918067
2022-12-21,1,0.0008152045597489277,0.0008152045597489277
2022-06-21,1,5.026617654091403e-05,5.026617654091403e-05
2021-01-28,1,5.186294793335655e-05,5.186294793335655e-05
2021-02-08,1,0.00017922631119926535,0.00017922631119926535
2021-02-04,1,0.0020087109621620414,0.0020087109621620414
2021-06-30,1,5.5622347965300634e-05,5.5622347965300634e-05
2023-01-17,1,0.0012681873821795975,0.0012681873821795975
2021-07-01,1,0.0009941870676684061,0.0009941870676684061
2022-06-30,1,0.0016833448926123484,0.0016833448926123484
2022-12-15,1,0.0014360958898822496,0.0014360958898822496
2022-06-10,1,0.0015607758262032867,0.0015607758262032867
2022-05-19,1,0.0016044102663241855,0.0016044102663241855
2022-06-28,1,0.0006552006922209141,0.0006552006922209141
2022-05-20,1,0.0010913614293401874,0.0010913614293401874
2021-01-22,1,0.0018138317559648343,0.0018138317559648343
2022-06-23,1,0.0031226008469116273,0.0031226008469116273
2023-01-20,1,0.00014851036693275255,0.00014851036693275255
2022-09-30,1,0.0007332382170088803,0.0007332382170088803
2022-10-12,1,0.0010131977019680605,0.0010131977019680605
2021-10-04,1,0.0001783681754425892,0.0001783681754425892
2022-10-14,1,0.00011078810671194539,0.00011078810671194539
2022-11-04,1,0.0016589493208960526,0.0016589493208960526
2022-07-01,1,0.0009214166871021057,0.0009214166871021057
2022-11-03,1,0.0010288246295857562,0.0010288246295857562
2021-07-02,1,0.0006614807705185299,0.0006614807705185299
2022-10-11,1,5.833064822757805e-05,5.833064822757805e-05
2022-06-29,1,0.000409182916696782,0.000409182916696782
2022-11-07,1,0.000816804842726393,0.000816804842726393
2022-11-08,1,0.0041753706929410495,0.0041753706929410495
2022-10-07,1,0.0025661302093114013,0.0025661302093114013
2021-10-13,1,0.00024838837984941797,0.00024838837984941797
2022-05-24,1,0.0002890323665367678,0.0002890323665367678
2021-10-05,1,0.0011301405498962414,0.0011301405498962414
2022-05-25,1,9.941079223363403e-06,9.941079223363403e-06
2022-10-10,1,0.0006765389438458946,0.0006765389438458946
2021-01-27,1,0.0013367098041647818,0.0013367098041647818
2022-05-18,1,0.00012037477561999133,0.00012037477561999133
2021-09-30,1,0.0006176731226219534,0.0006176731226219534
2021-10-12,1,7.049728343133665e-05,7.049728343133665e-05
2021-07-06,1,0.002102763695224663,0.002102763695224663
2021-09-28,1,0.000722568845456184,0.000722568845456184
2022-12-07,1,0.00038672465742584095,0.00038672465742584095
2021-10-06,1,0.0002472500024703894,0.0002472500024703894
2023-01-23,1,0.0009587899247918141,0.0009587899247918141
2022-07-05,1,0.000138389681437312,0.000138389681437312
2022-11-29,1,0.00028660901081623,0.00028660901081623
2021-07-19,1,0.0002835673540424466,0.0002835673540424466
2021-01-25,1,0.00010377354355428636,0.00010377354355428636
2022-06-24,1,3.2213575567707764e-05,3.2213575567707764e-05
2022-06-27,1,0.0,0.0
2021-01-26,1,0.0016470029575272882,0.0016470029575272882
2021-10-01,1,0.0011191311927820635,0.0011191311927820635
2021-10-11,1,0.001121813642792402,0.001121813642792402
2021-09-29,1,0.0001400286452986066,0.0001400286452986066
2023-01-25,1,0.00043115800243875846,0.00043115800243875846
2021-10-08,1,5.901188364076937e-05,5.901188364076937e-05
2021-09-20,1,0.00027966273808144315,0.00027966273808144315
2021-07-08,1,0.0005999509309488893,0.0005999509309488893
2022-05-12,1,0.0009387274891752284,0.0009387274891752284
2022-12-09,1,0.00023582271096822538,0.00023582271096822538
2022-10-17,1,9.937921191527366e-05,9.937921191527366e-05
2022-06-09,1,0.00022583940152021142,0.00022583940152021142
2022-10-03,1,5.5059727835260475e-05,5.5059727835260475e-05
2022-09-29,1,0.0002105429003738113,0.0002105429003738113
2021-10-07,1,8.093588865909496e-05,8.093588865909496e-05
2021-09-21,1,0.0009771347424538668,0.0009771347424538668
2022-07-06,1,0.0006381091105724934,0.0006381091105724934
2023-01-24,1,0.0003130952665382214,0.0003130952665382214
2022-12-08,1,0.0008418247729902184,0.0008418247729902184
2022-05-23,1,0.00017410269585815819,0.00017410269585815819
2021-10-14,1,0.0003315509622137114,0.0003315509622137114
2022-10-13,1,0.0002177081039564932,0.0002177081039564932
2022-12-06,1,0.0010982760902629174,0.0010982760902629174
2023-01-30,1,0.0006299605467987579,0.0006299605467987579
2022-10-20,1,0.0010665146537014447,0.0010665146537014447
2022-12-14,1,0.00040157069811574964,0.00040157069811574964
2021-07-12,1,0.00022474610173572884,0.00022474610173572884
2021-07-07,1,0.00048460791913718104,0.00048460791913718104
2022-05-26,1,0.00021756842931996978,0.00021756842931996978
2022-10-18,1,0.0011800115054090288,0.0011800115054090288
2022-10-19,1,0.0007652247045630833,0.0007652247045630833
2021-07-28,1,0.0006701505155903842,0.0006701505155903842
2021-10-15,1,0.0005314546082746396,0.0005314546082746396
2021-07-09,1,0.00036544999581922255,0.00036544999581922255
2023-01-26,1,0.0007859252893351876,0.0007859252893351876
2021-07-21,1,0.001211390944449553,0.001211390944449553
2022-11-28,1,0.0005941194626728485,0.0005941194626728485
2021-08-02,1,0.00023089734842507426,0.00023089734842507426
2023-01-31,1,0.00025444334564683757,0.00025444334564683757
2021-09-27,1,0.0002113744778240445,0.0002113744778240445
2021-07-29,1,0.00035864952211150936,0.00035864952211150936
2021-07-13,1,0.0,0.0
2022-07-11,1,0.00039603434041102226,0.00039603434041102226
2022-12-12,1,0.0004193409383250746,0.0004193409383250746
2021-08-10,1,0.0004072777525037097,0.0004072777525037097
2022-10-27,1,7.846780320441837e-05,7.846780320441837e-05
2021-07-30,1,0.00020873152886524693,0.00020873152886524693
2022-11-02,1,0.0013793739660581394,0.0013793739660581394
2021-09-22,1,5.01229937042158e-05,5.01229937042158e-05
2021-08-11,1,6.828782023138302e-05,6.828782023138302e-05
2021-07-20,1,0.0004895229165862158,0.0004895229165862158
2022-06-03,1,0.0004141979981782118,0.0004141979981782118
2021-09-17,1,0.0004669809054560492,0.0004669809054560492
2021-08-09,1,0.0002053159325590137,0.0002053159325590137
2022-07-13,1,8.46060877119914e-05,8.46060877119914e-05
2021-08-06,1,0.00025785071137240934,0.00025785071137240934
2022-05-16,1,8.553701352953524e-05,8.553701352953524e-05
2021-07-16,1,0.00012626828170625437,0.00012626828170625437
2022-10-06,1,0.0005059690485564872,0.0005059690485564872
2021-08-18,1,0.000786653094298595,0.000786653094298595
2022-07-12,1,0.0007782606704671569,0.0007782606704671569
2023-02-01,1,9.32164991500617e-05,9.32164991500617e-05
2022-12-13,1,0.00027526096590957394,0.00027526096590957394
2021-10-18,1,0.0001513678258378004,0.0001513678258378004
2021-07-27,1,2.765262012927039e-06,2.765262012927039e-06
2021-07-22,1,0.00020452246715985112,0.00020452246715985112
2023-03-01,1,6.624620001471904e-05,6.624620001471904e-05
2021-08-19,1,0.0007496063769067973,0.0007496063769067973
2021-08-04,1,0.00020537642108697796,0.00020537642108697796
2022-06-06,1,0.0001697486455960462,0.0001697486455960462
2021-09-23,1,0.0005107526225061054,0.0005107526225061054
2021-08-05,1,6.804435430374234e-05,6.804435430374234e-05
2022-10-04,1,0.0005359322455964488,0.0005359322455964488
2021-09-24,1,8.699327478378649e-06,8.699327478378649e-06
2022-07-07,1,0.000313066976388221,0.000313066976388221
2023-01-27,1,0.0001713852584708242,0.0001713852584708242
2022-05-11,1,0.0008531741929120873,0.0008531741929120873
2021-08-03,1,0.00015627133832141205,0.00015627133832141205
2023-03-02,1,0.00037986539671996944,0.00037986539671996944
2022-10-05,1,0.000169317937790181,0.000169317937790181
2021-08-26,1,0.0021711164124733617,0.0021711164124733617
2022-07-08,1,0.0008057361398488005,0.0008057361398488005
2022-07-18,1,0.00020383163359283252,0.00020383163359283252
2022-12-05,1,4.9496403120574683e-05,4.9496403120574683e-05
2022-05-13,1,0.00022235343220522452,0.00022235343220522452
2022-11-10,1,0.0014139040971883343,0.0014139040971883343
2023-02-24,1,0.000435867662696765,0.000435867662696765
2021-11-11,1,0.0005631058759103524,0.0005631058759103524
2022-10-21,1,6.346769152432152e-05,6.346769152432152e-05
2021-09-14,1,0.00016734199863188692,0.00016734199863188692
2021-11-10,1,0.00010722828048570499,0.00010722828048570499
2021-08-20,1,0.0003652104579188187,0.0003652104579188187
2021-07-15,1,0.00045816075173710225,0.00045816075173710225
2021-07-23,1,0.0005385864665194973,0.0005385864665194973
2021-08-25,1,0.00015015142808305626,0.00015015142808305626
2022-06-08,1,0.0015011838014609147,0.0015011838014609147
2021-08-27,1,0.00011644036150215697,0.00011644036150215697
2021-10-25,1,0.00026914520803522635,0.00026914520803522635
2021-10-22,1,0.00033628855508438527,0.00033628855508438527
2023-02-28,1,0.00012537134447132559,0.00012537134447132559
2021-10-19,1,0.0003454616650748754,0.0003454616650748754
2021-07-26,1,4.767317201159749e-05,4.767317201159749e-05
2021-09-16,1,0.0001540136749476062,0.0001540136749476062
2021-10-27,1,0.0004032022787998635,0.0004032022787998635
2022-12-02,1,0.00023392851421055738,0.00023392851421055738
2021-08-12,1,3.4965913468854026e-05,3.4965913468854026e-05
2021-07-14,1,0.000247474638560341,0.000247474638560341
